molecule_chembl_id,IC50,units,smiles,pIC50
CHEMBL250284,8.4,nM,Cn1c(C(F)(F)F)nc2c1CCN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C2Cc1ccccc1,8.075720713938118
CHEMBL3920234,8.42,nM,N#Cc1ccc2c3c(ccc2c1)O[C@@H](c1cc(F)c(F)cc1F)[C@H](N)C3,8.074687908500351
CHEMBL399726,8.5,nM,Cc1nnc(-c2ccc(CN3C[C@H](N)[C@H](C(=O)N4CCC[C@H]4C#N)C3)cc2)o1,8.070581074285707
CHEMBL3654421,8.5,nM,N#Cc1n[nH]c2c1CN([C@H]1CCO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,8.070581074285707
CHEMBL3236121,8.5,nM,NC[C@H]1CN(CCc2ccc3c(c2)OCO3)C(=O)C[C@@H]1c1cc(F)ccc1F,8.070581074285707
CHEMBL4089615,8.5,nM,Cc1ccc(-c2c(CCc3nc(C(N)=O)cs3)c(C)nc(CC(C)C)c2CN)cc1.Cl.Cl,8.070581074285707
CHEMBL2418632,8.57,nM,Cl.N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2cn(Cc3ccc(F)c(F)c3)nn2)cc1,8.067019178076801
CHEMBL471089,8.6,nM,CC(C)(NCC(=O)N1C[C@@H](F)C[C@H]1C#N)c1ccco1,8.065501548756432
CHEMBL556494,8.6,nM,CC(=O)Nc1ccc2c(c1)nc1n2C[C@H](N)[C@@H](c2cc(F)c(F)cc2F)C1.O=C(O)C(F)(F)F,8.065501548756432
CHEMBL3804940,8.6,nM,Cc1ccn2nc3c(c2n1)CN([C@@H]1CO[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,8.065501548756432
CHEMBL209111,8.6,nM,Cc1c(-c2ccc([C@H](C(=O)N(C)C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)ccc2ncnn12.O=C(O)C(F)(F)F,8.065501548756432
CHEMBL475246,8.7,nM,O=C([C@@H]1C[C@H](N2CCN(c3noc4ccccc34)CC2)CN1)N1CCC(F)(F)C1,8.060480747381382
CHEMBL77539,8.7,nM,N#C[C@@H]1CCCN1C(=O)CNCCNc1ccc([N+](=O)[O-])cn1,8.060480747381382
CHEMBL3215844,8.7,nM,Cc1ccc(-c2c(CN)c(CC(C)C)nc3ccc(CCCC(=O)O)cc23)cc1.Cl.Cl,8.060480747381382
CHEMBL238507,8.7,nM,O=C([C@@H]1C[C@H](N2CCN(c3ccc(Cl)cc3)CC2)CN1)N1CCSC1,8.060480747381382
CHEMBL469452,8.7,nM,CC(C)OCCCNCC(=O)N1C[C@@H](F)C[C@H]1C#N,8.060480747381382
CHEMBL4096274,8.7,nM,CC(=O)c1csc(-c2cnc(CC(C)C)c(CN)c2-c2ccc(C)cc2)n1.Cl.Cl,8.060480747381382
CHEMBL77539,8.73,nM,N#C[C@@H]1CCCN1C(=O)CNCCNc1ccc([N+](=O)[O-])cn1,8.05898575629443
CHEMBL4746458,8.8,nM,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)NC(=O)c4ccccc4)nc3C2)CO[C@@H]1c1cc(F)ccc1F,8.05551732784983
CHEMBL1422,8.8,nM,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,8.05551732784983
CHEMBL3970322,8.8,nM,C[C@]1(N2Cc3cn(S(=O)(=O)NC(=O)OCc4ccccc4)nc3C2)CO[C@H](c2cc(F)ccc2F)[C@@H](N)C1,8.05551732784983
CHEMBL537869,8.8,nM,CN(C)C(=O)[C@@H](c1ccc(-c2ccc3ncnn3c2)cc1)[C@H](N)C(=O)N1CCC(F)(F)C1.Cl,8.05551732784983
CHEMBL390418,8.9,nM,CCc1cc(O)cc(C)c1[C@@H]1CN[C@H](C(=O)N2CCC[C@H]2C#N)C1,8.050609993355087
CHEMBL3959221,8.91,nM,CS(=O)(=O)Nc1ccc2c3c(ccc2c1)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,8.050122295963126
CHEMBL1951601,9.0,nM,CC(C)=CCn1c(N2CCC[C@H](N)C2)c(C#N)c2c1c(=O)n(Cc1cnc3ccccc3n1)c(=O)n2C,8.045757490560675
CHEMBL563648,9.0,nM,N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)C1CC1)Cc1cc(F)c(F)cc1F,8.045757490560675
CHEMBL3112971,9.0,nM,NC[C@]1(c2cccc(Cl)c2)CC[C@H](N2CCc3c(nc(C(F)(F)F)nc3C3CC3)C2)CC1,8.045757490560675
CHEMBL563648,9.0,nM,N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)C1CC1)Cc1cc(F)c(F)cc1F,8.045757490560675
CHEMBL324777,9.0,nM,COCCN(C)c1nc(N)c(CN)c(-c2ccc(Cl)cc2Cl)n1,8.045757490560675
CHEMBL1951435,9.0,nM,CC(C)=CCn1c(N2CCC[C@H](N)C2)c(C#N)c2ncn(C)c(=O)c21,8.045757490560675
CHEMBL537586,9.0,nM,CC(C)N(C)C(=O)n1cnc(S(=O)(=O)C2CC3CCC2C3)n1,8.045757490560675
CHEMBL2408655,9.0,nM,CC(C)=CCn1c(N2CCC3CNCC32)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,8.045757490560675
CHEMBL3084956,9.0,nM,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2cnc3ccccc3c2)CC1,8.045757490560675
CHEMBL237288,9.0,nM,CC#CCn1c(N2CCC[C@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,8.045757490560675
CHEMBL1085269,9.0,nM,CN(C)C(=O)N1C[C@H]2C[C@@H](NCC(=O)N3CCC[C@H]3C#N)C[C@H]2C1,8.045757490560675
CHEMBL228311,9.0,nM,N[C@H]1CN(c2ccc3nnc(C(F)(F)F)n3n2)CC[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,8.045757490560675
CHEMBL142703,9.0,nM,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,8.045757490560675
CHEMBL365322,9.0,nM,CC(C)[C@H](N)C(=O)N[C@@H](C)B(O)O,8.045757490560675
CHEMBL1951439,9.0,nM,CC#CCn1c(N2CCCNCC2)c(C#N)c2ncn(Cc3nc(C)c4ccccc4n3)c(=O)c21,8.045757490560675
CHEMBL3675632,9.0,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1C(=O)N(Cc1ccccc1C#N)C1=NCCN12,8.045757490560675
CHEMBL390885,9.0,nM,C[C@@H]1C(=O)N(C2CC2)CCCN1C(=O)C[C@H](N)Cc1cc(F)ccc1F,8.045757490560675
CHEMBL3985360,9.0,nM,CC#CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1ccnc3ccccc13)c(=O)n2C,8.045757490560675
CHEMBL3896302,9.0,nM,CS(=O)(=O)n1cc2c(n1)CN([C@@H]1C[C@H](N)[C@@H](c3cc(F)ccc3F)[C@H]3CC13)C2,8.045757490560675
CHEMBL474047,9.0,nM,N#C[C@@H]1CCCN1C(=O)[C@@H](N)CCC(=O)N1CCn2nc(C(F)(F)F)nc2C1.O=C(O)C(F)(F)F,8.045757490560675
CHEMBL3680630,9.0,nM,CC#CCn1c(N2CCC[C@@H](NC(=O)OC(C)(C)C)C2)nc2c1c(=O)n(Cc1nc(-c3ccccc3)nc3ccccc13)c(=O)n2C,8.045757490560675
CHEMBL3942798,9.0,nM,CC(C)=CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1cc3ccccc3cn1)c(=O)n2C,8.045757490560675
CHEMBL1085269,9.0,nM,CN(C)C(=O)N1C[C@H]2C[C@@H](NCC(=O)N3CCC[C@H]3C#N)C[C@H]2C1,8.045757490560675
CHEMBL389848,9.1,nM,CCCCN(Cc1ccc(C#N)cc1)[C@@H]1CN[C@H](C(=O)N2CCSC2)C1,8.040958607678906
CHEMBL190863,9.1,nM,CN(C)C(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CCSC1.O=C(O)C(F)(F)F,8.040958607678906
CHEMBL245059,9.1,nM,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](c2ccccc2O)CN1,8.040958607678906
CHEMBL4874467,9.1,nM,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cccc(C(=O)NCC(=O)OC)c2)c1=O,8.040958607678906
CHEMBL4858682,9.1,nM,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cccc(C(=O)N[C@@H](C)C(=O)O)c2)c1=O,8.040958607678906
CHEMBL2425891,9.1,nM,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3cc(C)ccc3n2)c1=O,8.040958607678906
CHEMBL3215634,9.2,nM,Cc1ccc(-c2c(CN)c(CC(C)C)nc3ccc(-c4nn[nH]n4)cc23)cc1.Cl.Cl,8.036212172654444
CHEMBL4862579,9.2,nM,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc(C(=O)OC)cc2)c1=O,8.036212172654444
CHEMBL191258,9.2,nM,N[C@H](C(=O)N1CC[C@H](F)C1)[C@@H](C(=O)N1CCCC1)c1ccc(-c2ccc(F)cc2)cc1.O=C(O)C(F)(F)F,8.036212172654444
CHEMBL590812,9.3,nM,COc1cc2c(cc1OC)C1CC(N)C(N3CC(C)CC3=O)CN1CC2,8.031517051446064
CHEMBL3675632,9.31,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1C(=O)N(Cc1ccccc1C#N)C1=NCCN12,8.031050319018657
CHEMBL2418636,9.39,nM,Cl.N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2cn(Cc3ccccc3)nn2)cc1,8.027334407733889
CHEMBL184177,9.5,nM,CC(C)[C@@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CC(N)Cc2cc(F)c(C(F)(F)F)cc2F)cc1)C(=O)O.O=C(O)C(F)(F)F,8.022276394711152
CHEMBL3686741,9.5,nM,O=C(CNCc1ccccc1)N1CCC[C@H]1B(O)O,8.022276394711152
CHEMBL5289984,9.56,nM,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cn(C/C=C/C(=O)O)nn2)c1=O,8.0195421077239
CHEMBL230283,9.6,nM,C[C@@H]1C(=O)N(C(C)(C)C)CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,8.017728766960431
CHEMBL3216279,9.6,nM,Cc1ccc(-c2c(CN)c(CC(C)C)nc3ccc(CCCCC(=O)O)cc23)cc1.Cl.Cl,8.017728766960431
CHEMBL227737,9.6,nM,CN(Cc1ccc(C#N)cc1)[C@@H]1CN[C@H](C(=O)N2CCSC2)C1,8.017728766960431
CHEMBL230387,9.7,nM,C[C@H]1CNC(=O)[C@@H](C)N(C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)C1,8.013228265733755
CHEMBL191699,9.7,nM,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](N)CN1,8.013228265733755
CHEMBL2159194,9.9,nM,CN1CCN(c2nc3c(c(-c4cc(F)ccc4Br)c2CN)c(=O)n(C)c(=O)n3C)CC1,8.00436480540245
CHEMBL2147071,10.0,nM,CN(C)C(=O)c1ccc2c3nc(N4CCC[C@@H](N)C4)n(Cc4ccccc4Cl)c3c(=O)n(C)c2c1.Cl,8.0
CHEMBL3127992,10.0,nM,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1cc2c(cc1Br)OCO2,8.0
CHEMBL249406,10.0,nM,Cn1cc(-c2ccc(CN3C[C@H](N)[C@H](C(=O)N4CCC[C@H]4C#N)C3)cc2)cn1,8.0
CHEMBL232914,10.0,nM,C[C@@H]1N[C@H](C(=O)N2CCC[C@H]2C#N)C[C@@H]1C(=O)N(C)C,8.0
CHEMBL584494,10.0,nM,N[C@@H](CC(=O)N1CCC[C@H]1c1nc(-c2ccccn2)no1)Cc1cc(F)c(F)cc1F,8.0
CHEMBL5266321,10.0,nM,N#C[C@@H]1C[C@H](c2ccc3c(c2Br)OCO3)CN1C(=O)[C@@H](N)CF,8.0
CHEMBL549992,10.0,nM,N[C@@H](CC(=O)N1CCC[C@H]1COCC1CC1)Cc1cc(F)c(F)cc1F,8.0
CHEMBL142703,10.0,nM,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,8.0
CHEMBL1422,10.0,nM,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,8.0
CHEMBL1650449,10.0,nM,Cn1c(=O)cc(N2CCC[C@@](C)(N)C2)n(Cc2cc(F)ccc2C#N)c1=O,8.0
CHEMBL232914,10.0,nM,C[C@@H]1N[C@H](C(=O)N2CCC[C@H]2C#N)C[C@@H]1C(=O)N(C)C,8.0
CHEMBL3215607,10.0,nM,Cc1ccc(-c2c(CC(=O)O)c(C)nc(CC(C)(C)C)c2CN)cc1.Cl.Cl,8.0
CHEMBL249407,10.0,nM,N#C[C@@H]1CCCN1C(=O)[C@@H]1CN(Cc2ccc(-c3csnn3)cc2)C[C@@H]1N,8.0
CHEMBL3084953,10.0,nM,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)Nc2ccc(I)cc2)CC1,8.0
CHEMBL5269848,10.0,nM,N#C[C@@H]1[C@@H]2CCC[C@@H]2CN1C(=O)[C@@H](N)Cc1cc(F)c(F)cc1F,8.0
CHEMBL1688431,10.0,nM,Cc1nc(C(=O)NCC#N)cc(-c2ccc(Cl)cc2Cl)c1CN,8.0
CHEMBL474211,10.0,nM,N#C[C@@H]1CCCN1C(=O)[C@@H](N)CCC(=O)N1CCSC1.O=C(O)C(F)(F)F,8.0
CHEMBL365836,10.0,nM,CCCC(Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CC(N)Cc2ccccc2F)cc1)C(=O)O.O=C(O)C(F)(F)F,8.0
CHEMBL1082462,10.0,nM,CC(C)(CC(=O)N1CCCC1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,8.0
CHEMBL493544,10.0,nM,N#C[C@@H]1CCCN1C(=O)[C@@H](N)CCCC(=O)N1Cc2ccccc2C1,8.0
CHEMBL1243372,10.0,nM,N#C[C@@H]1CCCN1C(=O)[C@@H](N)CCCN1Cc2ccccc2C1=O,8.0
CHEMBL3084820,10.0,nM,N#C[C@@H]1CCCN1C(=O)CN[C@H]1CC[C@H](Nc2nc3ccccc3s2)CC1,8.0
CHEMBL1951420,10.0,nM,COc1cccc(C(=O)Cn2cnc3c(C#N)c(N4CCNCC4)n(CC=C(C)C)c3c2=O)c1,8.0
CHEMBL3644792,10.0,nM,N[C@@H](CC(=O)N1CCc2c(nc(-c3cccs3)nc2C(F)(F)F)C1)CN1C(=O)CCC(F)(F)[C@@H]1O,8.0
CHEMBL3644787,10.0,nM,N[C@@H](CC(=O)N1CCc2c(nc(-c3ccncc3)nc2C(F)(F)F)C1)CN1C(=O)CCC(F)(F)[C@@H]1O,8.0
CHEMBL1951427,10.0,nM,CC#CCn1c(N2CCC[C@H](N)C2)c(C#N)c2ncn(Cc3ccnc4ccccc34)c(=O)c21,8.0
CHEMBL36020,10.0,nM,NCc1c(N)nc(-c2ccccc2)nc1-c1ccc(Cl)cc1Cl,8.0
CHEMBL1951610,10.0,nM,CC(C)=CCn1c(N2CCCNCC2)c(C#N)c2c1c(=O)n(Cc1cn3ccccc3n1)c(=O)n2C,8.0
CHEMBL474767,10.0,nM,Cc1ncsc1[C@H]1C[C@@H]1NC(=O)CC(C)(C)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,8.0
CHEMBL3675619,10.0,nM,[C-]#[N+]c1ccc(CN2C(=O)c3c(nc(N4CCC[C@@H](N)C4)n3CC#CC)N3CCN=C23)cc1,8.0
CHEMBL1614845,10.0,nM,CC(C)[C@@H](Nc1ccc(CNC(=O)[C@H]2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(=O)O,8.0
CHEMBL232571,10.0,nM,CC(C)(C)NCC(=O)N1CCC[C@H]1C(=O)c1nnc(C2(C)CCCCC2)o1,8.0
CHEMBL3329632,10.0,nM,Cn1c(=O)n(Cc2ccccc2C#N)c2c(N3CCC[C@@H](N)C3)ncnc21,8.0
CHEMBL1951597,10.0,nM,Cn1c(=O)c2c(c(C#N)c(N3CCC[C@H](N)C3)n2Cc2ccccc2)n(C)c1=O,8.0
CHEMBL4568895,10.0,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1C(=O)N(Cc1ccc(C#N)cc1)C1=NCCN12,8.0
CHEMBL1650409,10.0,nM,Cc1nc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c(=O)c1C,8.0
CHEMBL3330073,10.0,nM,N#C[C@@H]1C[C@@H]2CCC[C@@H]2N1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,8.0
CHEMBL2418633,10.02,nM,Cl.N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2cn(Cc3ccc(Cl)c(Cl)c3)nn2)cc1,7.999132278468773
CHEMBL5219966,10.2,nM,COC(=O)C(Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,7.991399828238082
CHEMBL4441220,10.21,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1cccc(F)c1C(=O)O)c(=O)n2C,7.99097425791309
CHEMBL2086611,10.3,nM,N#Cc1ccc(C(=O)NCCC(=O)N2CCC[C@H]2C#N)cc1,7.987162775294828
CHEMBL2417563,10.45,nM,Cl.N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2cn(Cc3cccc(Cl)c3)nn2)cc1,7.980883709552927
CHEMBL395004,10.5,nM,C[C@@H]1C(=O)N(CCOCc2ccccc2)CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,7.978810700930062
CHEMBL3687978,10.6,nM,CN1C(=O)Cn2c1nc1nc(N3CCC[C@@H](N)C3)n(Cc3ccccc3C#N)c1c2=O,7.97469413473523
CHEMBL3687978,10.6,nM,CN1C(=O)Cn2c1nc1nc(N3CCC[C@@H](N)C3)n(Cc3ccccc3C#N)c1c2=O,7.97469413473523
CHEMBL3932825,10.71,nM,CS(=O)(=O)c1ccc2c3c(ccc2c1)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,7.970210529168145
CHEMBL3580775,10.8,nM,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)[C@H]1CCc2cc(F)c(F)cc21,7.966576244513051
CHEMBL239983,10.8,nM,O=C([C@@H]1C[C@H](N2CCN(c3ccccc3Cl)CC2)CN1)N1CCSC1,7.966576244513051
CHEMBL2425888,10.8,nM,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3cc(Br)ccc3n2)c1=O,7.966576244513051
CHEMBL240601,10.9,nM,O=C([C@@H]1C[C@H](N2CCN(c3ccccc3)CC2)CN1)N1CCSC1,7.962573502059376
CHEMBL3959221,10.9,nM,CS(=O)(=O)Nc1ccc2c3c(ccc2c1)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,7.962573502059376
CHEMBL559940,11.0,nM,CS(=O)(=O)c1ccc2c(c1)nc1n2C[C@H](N)[C@@H](c2cc(F)c(F)cc2F)C1.O=C(O)C(F)(F)F,7.958607314841775
CHEMBL438547,11.0,nM,CCN(CC#N)C(=O)[C@@H]1C[C@H](C(=O)N2Cc3ccccc3C2)[C@H](C)N1,7.958607314841775
CHEMBL497993,11.0,nM,N[C@H]1CCN(P(N)(N)=O)C1=O,7.958607314841775
CHEMBL590557,11.0,nM,COc1cc2c(cc1OC)[C@@H]1C[C@H](N)[C@@H](c3cc(C)ccn3)CN1CC2,7.958607314841775
CHEMBL238190,11.0,nM,CN(C)C(=O)[C@@H]([C@H]1CC[C@H](c2ccc(F)cc2)CC1)[C@H](N)C(=O)N1CCC(F)(F)C1,7.958607314841775
CHEMBL536089,11.0,nM,CC1c2nnc(C(F)(F)F)n2C(C)CN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F.Cl,7.958607314841775
CHEMBL541438,11.0,nM,N[C@H]1Cn2c(nc3cnc(C(F)(F)F)cc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,7.958607314841775
CHEMBL584692,11.0,nM,N[C@@H](CC(=O)N1CCC[C@H]1c1noc(C2(C(F)(F)F)CC2)n1)Cc1cc(F)c(F)cc1F,7.958607314841775
CHEMBL474983,11.0,nM,N#C[C@@H]1CCCN1C(=O)[C@@H](N)CCC(=O)NC1CCCC1.O=C(O)C(F)(F)F,7.958607314841775
CHEMBL3215828,11.0,nM,COC(=O)C1CCN(C(=O)Cc2c(C)nc(CC(C)C)c(CN)c2-c2ccc(C)cc2)C1.Cl.Cl,7.958607314841775
CHEMBL249945,11.0,nM,N[C@@H](CC(=O)N1CCn2nc(C(F)(F)F)nc2[C@@H]1C(F)C1CC1)Cc1cc(F)c(F)cc1F,7.958607314841775
CHEMBL261246,11.0,nM,Cn1c(-c2cccnc2)nc2ccc(-c3ccccc3Cl)c(CN)c21,7.958607314841775
CHEMBL3093918,11.0,nM,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(F)cc1,7.958607314841775
CHEMBL66032,11.0,nM,CC[C@H](N)C(=O)N1CCC[C@H]1B(O)O,7.958607314841775
CHEMBL3675631,11.0,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1C(=O)N(Cc1nccc(C#N)n1)C1=NCCN12,7.958607314841775
CHEMBL230602,11.0,nM,C[C@@H]1CCN(C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)[C@H](Cc2ccccn2)C(=O)N1,7.958607314841775
CHEMBL1688426,11.0,nM,CNC(=O)c1cc(-c2ccc(Cl)cc2Cl)c(CN)c(C)n1,7.958607314841775
CHEMBL2408655,11.0,nM,CC(C)=CCn1c(N2CCC3CNCC32)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,7.958607314841775
CHEMBL188444,11.0,nM,N[C@H](C(=O)N1CC[C@H](F)C1)[C@@H](C(=O)Nn1cnnn1)c1ccc(-c2ccc(F)cc2)cc1.O=C(O)C(F)(F)F,7.958607314841775
CHEMBL2425068,11.0,nM,Cc1nc2c(o1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,7.958607314841775
CHEMBL2147058,11.0,nM,Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2c3cc(C(=O)O)ccc3n(C)c(=O)c21.Cl,7.958607314841775
CHEMBL389244,11.0,nM,O=C([C@@H]1C[C@H](N2CCc3ccccc32)CN1)N1CCSC1,7.958607314841775
CHEMBL3938789,11.0,nM,Cc1cc2ccccc2c(Cn2c(=O)c3c(nc(N4CCC[C@@H](N)C4)n3Cc3ccccc3Cl)n(C)c2=O)n1,7.958607314841775
CHEMBL1929392,11.0,nM,Cc1c(C(=O)NCC(C)(C)NCC(=O)N2CCC[C@H]2C#N)cnc2cc(-c3ccccc3)nn12.Cl,7.958607314841775
CHEMBL3215859,11.0,nM,Cc1ccc(-c2c(CN)c(CC(C)C)nc3ccc(-c4noc(=O)[nH]4)cc23)cc1.Cl.Cl,7.958607314841775
CHEMBL3093918,11.0,nM,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(F)cc1,7.958607314841775
CHEMBL1779712,11.0,nM,CCN(CC)C[C@@H]1C(=O)NCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,7.958607314841775
CHEMBL232716,11.0,nM,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](C(=O)N2CCCCCCC2)CN1,7.958607314841775
CHEMBL3687983,11.2,nM,CCN1C(=O)Cn2c1nc1nc(N3CCC[C@@H](N)C3)n(Cc3cc(F)ccc3C(F)(F)F)c1c2=O,7.950781977329818
CHEMBL4516443,11.2,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1C(=O)N(Cc1cccc(C#N)c1)C1=NCCN12,7.950781977329818
CHEMBL3687983,11.2,nM,CCN1C(=O)Cn2c1nc1nc(N3CCC[C@@H](N)C3)n(Cc3cc(F)ccc3C(F)(F)F)c1c2=O,7.950781977329818
CHEMBL515387,11.3,nM,O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CCC(F)(F)C1,7.94692155651658
CHEMBL2347035,11.4,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3ccc4ccc(Cl)cc4n3)c2c1=O,7.943095148663527
CHEMBL427257,11.5,nM,CC1C(=O)NCCCN1C(=O)C[C@H](N)Cc1cc(F)ccc1F,7.939302159646388
CHEMBL231011,11.5,nM,C[C@@H]1C(=O)N(C)CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,7.939302159646388
CHEMBL2086615,11.6,nM,N#Cc1ccc(C(=O)Nc2ccc(C(=O)N3CCC[C@H]3C#N)cc2)cc1,7.935542010773082
CHEMBL390884,11.6,nM,COC(=O)CN1CCCN(C(=O)C[C@H](N)Cc2cc(F)ccc2F)[C@H](C)C1=O,7.935542010773082
CHEMBL4636223,11.7,nM,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CC4)nc3C2)[C@@H](C(F)(F)F)O[C@@H]1c1cc(F)ccc1F,7.931814138253838
CHEMBL389538,12.0,nM,N[C@H]1CN(c2cnc3ccccc3n2)CC[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,7.920818753952375
CHEMBL1650439,12.0,nM,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2Br)c1=O,7.920818753952375
CHEMBL512890,12.0,nM,CC(C)(NCC(=O)N1C[C@@H](F)C[C@H]1C#N)c1cccs1,7.920818753952375
CHEMBL366286,12.0,nM,C[C@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CC(N)Cc2ccccc2F)cc1)C(=O)O.O=C(O)C(F)(F)F,7.920818753952375
CHEMBL307636,12.0,nM,N#C[C@@H]1CCCN1C(=O)[C@@H](N)C1CCCCC1,7.920818753952375
CHEMBL3904065,12.0,nM,CC(C)=CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1ccc3ccccc3n1)c(=O)n2C,7.920818753952375
CHEMBL184630,12.0,nM,CC(C)[C@@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CC(N)Cc2cc(C(F)(F)F)ccc2F)cc1)C(=O)O.O=C(O)C(F)(F)F,7.920818753952375
CHEMBL237119,12.0,nM,CN(C)C(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,7.920818753952375
CHEMBL1779705,12.0,nM,N[C@@H](CC(=O)N1CCNC(=O)[C@H]1CO)Cc1cc(F)c(F)cc1F,7.920818753952375
CHEMBL4638352,12.0,nM,N#C[C@@H]1CCCN1C(=O)CN(C(=O)CCCCCl)C12CC3CC(CC(O)(C3)C1)C2,7.920818753952375
CHEMBL2147715,12.0,nM,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccc(C#N)cc2)n1,7.920818753952375
CHEMBL3217159,12.0,nM,Cc1ccc(-c2c(CC(=O)N3CCC[C@@H]3C(N)=O)c(C)nc(CC(C)C)c2CN)cc1.Cl.Cl,7.920818753952375
