molecule_chembl_id,IC50,units,smiles,pIC50
CHEMBL237119,0.012,nM,CN(C)C(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,10.920818753952375
CHEMBL4113723,0.05,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc3cc(F)ccc3s1)c(=O)n2C,10.301029995663981
CHEMBL237336,0.064,nM,C[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,10.193820026016112
CHEMBL4113723,0.08,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc3cc(F)ccc3s1)c(=O)n2C,10.096910013008056
CHEMBL5269668,0.09,nM,CC#CCN1C(N2CCC[C@@H](N)C2)=NC2C1C(=O)N(Cc1cccnc1C#N)C(=O)N2Cc1cccnc1C#N,10.045757490560675
CHEMBL67279,0.1,nM,CC(C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O,10.0
CHEMBL186877,0.1,nM,COc1cc(OC)cc(-c2nc(-c3ccc(Cl)cc3Cl)c(CN(C)C)c(N(C)C)n2)c1,10.0
CHEMBL237500,0.1,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,10.0
CHEMBL34062,0.1,nM,COc1cc(OC)cc(-c2nc(N)c(CN)c(-c3ccc(Cl)cc3Cl)n2)c1,10.0
CHEMBL4111229,0.1,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc3ccccc3s1)c(=O)n2C,10.0
CHEMBL34062,0.1,nM,COc1cc(OC)cc(-c2nc(N)c(CN)c(-c3ccc(Cl)cc3Cl)n2)c1,10.0
CHEMBL237500,0.1,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,10.0
CHEMBL4448186,0.1,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1ccc(Cl)cc1C(=O)O)c(=O)n2C,10.0
CHEMBL3806052,0.12,nM,N[C@H]1C[C@@H](N2Cc3nn4nccnc4c3C2)CO[C@@H]1c1cc(F)ccc1F,9.920818753952375
CHEMBL5220657,0.13,nM,C=COC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN,9.886056647693163
CHEMBL370046,0.13,nM,N#Cc1ccc(N[C@@H]2CN[C@H](C(=O)N3CCC[C@H]3C#N)C2)cc1C#N,9.886056647693163
CHEMBL456420,0.13,nM,N#Cc1ccc(N[C@@H]2CNC(C(=O)N3CCC[C@H]3C#N)C2)cc1C#N,9.886056647693163
CHEMBL194717,0.13,nM,N#Cc1ccc(N[C@@H]2CN[C@H](C(=O)N3CCC[C@H]3C#N)C2)cc1Cl,9.886056647693163
CHEMBL5220613,0.14,nM,CCOC(=O)/C=C/OC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCNC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C,9.853871964321762
CHEMBL3805966,0.14,nM,Cc1cc2ncc3c(n2n1)CN([C@H]1CC[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,9.853871964321762
CHEMBL4111229,0.15,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc3ccccc3s1)c(=O)n2C,9.823908740944319
CHEMBL445437,0.15,nM,N#Cc1ccc(N[C@@H]2CNC(C(=O)N3CCC[C@H]3C#N)C2)cc1Cl,9.823908740944319
CHEMBL5220594,0.16,nM,C=COC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCNC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C,9.795880017344075
CHEMBL3644459,0.17,nM,NC(=O)c1[nH]nc2c1CN([C@H]1CSC(c3cc(F)ccc3F)[C@@H](N)C1)C2,9.769551078621726
CHEMBL4465482,0.18,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1cc(Cl)ccc1C(=O)O)c(=O)n2C,9.744727494896694
CHEMBL1203953,0.18,nM,Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)[C@H]1Cc1ccc(F)cc1)Cc1cc(F)c(F)cc1F,9.744727494896694
CHEMBL370540,0.18,nM,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](Nc2ccc([N+](=O)[O-])cc2)CN1,9.744727494896694
CHEMBL371143,0.19,nM,N#Cc1ccc(N[C@@H]2CN[C@H](C(=O)N3CCC[C@H]3C#N)C2)cc1,9.721246399047171
CHEMBL2147704,0.2,nM,O=C([C@@H]1C[C@H](N2CCN(c3nnnn3-c3ccccc3)CC2)CN1)N1CCSC1,9.698970004336019
CHEMBL4109453,0.2,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc3cc(Cl)ccc3s1)c(=O)n2C,9.698970004336019
CHEMBL402163,0.21,nM,CS(=O)(=O)c1ccc(-c2noc([C@@H](CC3CC3)[C@H](N)C(F)=C3CCCC3)n2)c(Cl)c1.O=C(O)C(F)(F)F,9.67778070526608
CHEMBL4461587,0.22,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1ccc(Br)cc1C(=O)O)c(=O)n2C,9.657577319177793
CHEMBL3805629,0.23,nM,Cc1nc2ncc3c(n2n1)CN([C@H]1CC[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,9.638272163982407
CHEMBL3806041,0.24,nM,N[C@H]1C[C@@H](N2Cc3cnc4nnc(C5CC5)n4c3C2)CC[C@@H]1c1cc(F)c(F)cc1F,9.619788758288394
CHEMBL195420,0.25,nM,N#Cc1ccc(N[C@@H]2CN[C@H](C(=O)N3CCC[C@H]3C#N)C2)nc1,9.602059991327963
CHEMBL195420,0.25,nM,N#Cc1ccc(N[C@@H]2CN[C@H](C(=O)N3CCC[C@H]3C#N)C2)nc1,9.602059991327963
CHEMBL5219939,0.26,nM,CC(C)(C)OC(=O)NCC(=O)N1CCC[C@H]1C(=O)O/C=C/c1ccccc1,9.585026652029182
CHEMBL63860,0.26,nM,C[C@H](N)C(=O)N1CCC[C@H]1B(O)O,9.585026652029182
CHEMBL2147703,0.26,nM,O=C([C@@H]1C[C@H](N2CCN(c3nccn3-c3ccccc3)CC2)CN1)N1CCSC1,9.585026652029182
CHEMBL5220750,0.27,nM,NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)O/C=C/c1ccccc1,9.568636235841012
CHEMBL5219451,0.28,nM,NCC(=O)N1CCC[C@H]1C(=O)O/C=C/c1ccccc1,9.55284196865778
CHEMBL433811,0.28,nM,COc1ccc(N[C@@H]2CN[C@H](C(=O)N3CCC[C@H]3C#N)C2)cc1OC,9.55284196865778
CHEMBL5219299,0.28,nM,C=COC(=O)[C@@H]1CCCN1C(=O)CN,9.55284196865778
CHEMBL217702,0.29,nM,N[C@@H](CC(=O)N1CCCNC(=O)[C@H]1Cc1cnccn1)Cc1cc(F)c(F)cc1F,9.537602002101044
CHEMBL2147712,0.3,nM,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2cccc(F)c2)n1,9.522878745280337
CHEMBL2063040,0.3,nM,N=C(N)NCCC[C@H](N)C(=O)N1C[C@@H](O)C[C@H]1B(O)O,9.522878745280337
CHEMBL305170,0.3,nM,CC(C)[C@@H](N)C(=O)N1CCC[C@H]1B(O)O,9.522878745280337
CHEMBL195189,0.3,nM,CC(C)[C@H](N)C(=O)N1CCC[C@@H]1B(O)O,9.522878745280337
CHEMBL366290,0.3,nM,CC(C)[C@H](Oc1ccc(CNC(=O)[C@@H]2CSCN2C(=O)CC(N)Cc2cc(F)ccc2F)cc1)C(=O)O.O=C(O)C(F)(F)F,9.522878745280337
CHEMBL5267798,0.3,nM,CC(C)[C@H](Nc1ccc(CNC(=O)[C@@H]2CSCN2C(=O)C[C@H](N)Cc2cc(F)ccc2F)cc1)C(=O)O,9.522878745280337
CHEMBL3736137,0.3,nM,N[C@H]1C[C@@H](N2Cc3[nH]nc(NS(=O)(=O)c4c[nH]cn4)c3C2)CO[C@@H]1c1cc(F)ccc1F,9.522878745280337
CHEMBL536090,0.31,nM,Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1Cc1ccccc1C(F)(F)F)Cc1cc(F)c(F)cc1F,9.508638306165727
CHEMBL2147709,0.32,nM,O=C([C@@H]1C[C@H](N2CCN(c3cc(C(F)(F)F)nn3-c3ccccc3)CC2)CN1)N1CCSC1,9.494850021680094
CHEMBL536536,0.32,nM,Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1C(O)c1ccc(F)cc1)Cc1cc(F)c(F)cc1F,9.494850021680094
CHEMBL1651766,0.33,nM,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2ccsc2c1=O,9.481486060122112
CHEMBL195063,0.33,nM,COc1ccc(N[C@@H]2CN[C@H](C(=O)N3CCC[C@H]3C#N)C2)cc1,9.481486060122112
CHEMBL1819089,0.34,nM,Cl.Cn1c(=O)c2c(cc(N3CCC[C@@H](N)C3)n2Cc2cc(F)ccc2C#N)n(C)c1=O,9.468521082957745
CHEMBL3686733,0.35,nM,C[C@H](N)C(=S)N1CCC[C@H]1B(O)O,9.455931955649724
CHEMBL2147777,0.37,nM,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,9.431798275933005
CHEMBL5219532,0.37,nM,CC(C)=CCC/C(C)=C/OC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCNC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C,9.431798275933005
CHEMBL2058971,0.37,nM,O=C([C@@H]1C[C@H](N2CCN(c3cc(C(F)(F)F)nc4ccccc34)CC2)CN1)N1CCSC1,9.431798275933005
CHEMBL2058971,0.37,nM,O=C([C@@H]1C[C@H](N2CCN(c3cc(C(F)(F)F)nc4ccccc34)CC2)CN1)N1CCSC1,9.431798275933005
CHEMBL3675618,0.38,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1C(=O)N(Cc1nc(C)c3ccccc3n1)C1=NCCN12,9.42021640338319
CHEMBL4068446,0.38,nM,Cc1ccc(-c2c(CN)c(CC(C)C)nc3ccc(-c4nc(C(=O)O)cs4)cc23)cc1.Cl.Cl,9.42021640338319
CHEMBL564249,0.38,nM,CS(=O)(=O)c1cccc(C(=O)NC[C@@H]2CCCN2C(=O)C[C@H](N)Cc2cccc(Cl)c2)c1,9.42021640338319
CHEMBL2058762,0.39,nM,N#Cc1ccc2[nH]c(N3CCN([C@@H]4CN[C@H](C(=O)N5CCSC5)C4)CC3)nc2c1,9.4089353929735
CHEMBL2425893,0.4,nM,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3ccc(Cl)cc3n2)c1=O,9.397940008672037
CHEMBL3697942,0.4,nM,C[C@H](F)CN1C[C@H](N2Cc3cn(S(C)(=O)=O)nc3C2)C[C@H](N)C1c1cc(F)ccc1F,9.397940008672037
CHEMBL3735843,0.4,nM,N[C@H]1C[C@@H](N2Cc3[nH]nc(S(=O)(=O)c4ccccc4)c3C2)CO[C@@H]1c1cc(F)ccc1F,9.397940008672037
CHEMBL237500,0.4,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,9.397940008672037
CHEMBL557176,0.4,nM,Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1Cc1ccccn1)Cc1cc(F)c(F)cc1F,9.397940008672037
CHEMBL2058758,0.42,nM,N#Cc1ccc2sc(N3CCN([C@@H]4CN[C@H](C(=O)N5CCSC5)C4)CC3)nc2c1,9.3767507096021
CHEMBL3675618,0.42,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1C(=O)N(Cc1nc(C)c3ccccc3n1)C1=NCCN12,9.3767507096021
CHEMBL539352,0.43,nM,COc1ccc(CC2c3nnc(C(F)(F)F)n3CCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1.Cl,9.366531544420413
CHEMBL4588692,0.44,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1cc(OC)ccc1C(=O)O)c(=O)n2C,9.356547323513812
CHEMBL5220474,0.46,nM,COC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,9.337242168318426
CHEMBL540888,0.46,nM,Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1Cc1ccccc1F)Cc1cc(F)c(F)cc1F,9.337242168318426
CHEMBL3644460,0.46,nM,N#Cc1[nH]nc2c1CN([C@H]1CSC(c3cc(F)ccc3F)[C@@H](N)C1)C2,9.337242168318426
CHEMBL63860,0.46,nM,C[C@H](N)C(=O)N1CCC[C@H]1B(O)O,9.337242168318426
CHEMBL5287917,0.48,nM,CC(C)[C@H](Nc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)C[C@H](N)Cc2cc(F)ccc2F)cc1)C(=O)O,9.318758762624412
CHEMBL1186023,0.48,nM,CC(C)[C@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)C[C@H](N)Cc2cc(F)ccc2F)cc1)C(=O)O,9.318758762624412
CHEMBL2147070,0.48,nM,Cl.Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2cc(F)ccc2Cl)c2ccc(C(=O)O)cc21,9.318758762624412
CHEMBL445949,0.48,nM,CC(C)[C@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)C[C@H](N)Cc2cc(F)ccc2F)cc1)C(=O)O.O=C(O)C(F)(F)F,9.318758762624412
CHEMBL364102,0.48,nM,CC(C)[C@@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CC(N)Cc2cc(F)ccc2F)cc1)C(=O)O.O=C(O)C(F)(F)F,9.318758762624412
CHEMBL216178,0.49,nM,N[C@@H](CC(=O)N1CCCNC(=O)[C@H]1Cc1ccccn1)Cc1cc(F)c(F)cc1F,9.309803919971486
CHEMBL1951598,0.5,nM,COc1cccc(C(=O)Cn2c(=O)c3c(c(C#N)c(N4CCC[C@H](N)C4)n3CC=C(C)C)n(C)c2=O)c1,9.301029995663981
CHEMBL1229820,0.5,nM,COc1cc2c(cc1OC)[C@@H]1C[C@H](N)[C@@H](c3cccc(CF)c3)CN1CC2,9.301029995663981
CHEMBL2425059,0.5,nM,N[C@H]1C[C@@H](N2Cc3cnc(C(F)(F)F)nc3C2)CC[C@@H]1c1cc(F)c(F)cc1F,9.301029995663981
CHEMBL5278252,0.5,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c(C)c(=O)n(Cc3nc(C)c4c(F)cccc4n3)c(=O)n21,9.301029995663981
CHEMBL3805751,0.5,nM,Cc1ccn2nc3c(c2n1)CN([C@H]1CO[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,9.301029995663981
CHEMBL3805154,0.5,nM,Cc1cc(O)n2nc3c(c2n1)CN([C@H]1CO[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,9.301029995663981
CHEMBL3654424,0.5,nM,Cc1c2c(nn1S(=O)(=O)C1(C)CC1)CN([C@H]1CCO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,9.301029995663981
CHEMBL591279,0.5,nM,COc1cc2c(cc1OC)[C@@H]1CC(N)[C@@H](c3cccc(CF)c3)CN1CC2,9.301029995663981
CHEMBL2058756,0.5,nM,N#Cc1ccc2oc(N3CCN([C@@H]4CN[C@H](C(=O)N5CCSC5)C4)CC3)nc2c1,9.301029995663981
CHEMBL1951432,0.5,nM,CC(C)=CCn1c(N2CCC[C@H](N)C2)c(C#N)c2ncn(Cc3nccc4ccccc34)c(=O)c21,9.301029995663981
CHEMBL536536,0.5,nM,Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1C(O)c1ccc(F)cc1)Cc1cc(F)c(F)cc1F,9.301029995663981
CHEMBL3644456,0.5,nM,CS(=O)(=O)n1cc2c(n1)CN([C@H]1CSC(c3cc(F)cc(F)c3F)[C@@H](N)C1)C2,9.301029995663981
CHEMBL2058975,0.51,nM,N#Cc1cnc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)c2ccccc12,9.292429823902063
CHEMBL195335,0.53,nM,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](Nc2ccccc2)CN1,9.275724130399212
CHEMBL4176578,0.54,nM,N#Cc1ccc(F)cc1Cn1c(N2CCC[C@@H](N)C2)nc2c(-c3cccs3)c[nH]c2c1=O,9.267606240177031
CHEMBL4164470,0.54,nM,N#Cc1ccc(F)cc1Cn1c(N2CCC[C@@H](N)C2)nc2c(-c3ccc(F)cc3)c[nH]c2c1=O,9.267606240177031
CHEMBL63860,0.54,nM,C[C@H](N)C(=O)N1CCC[C@H]1B(O)O,9.267606240177031
CHEMBL2147056,0.55,nM,Cc1ccc(F)cc1Cn1c(N2CCC[C@@H](N)C2)nc2c3ccc(C(=O)O)cc3n(C)c(=O)c21.Cl,9.259637310505756
CHEMBL2058757,0.55,nM,O=C([C@@H]1C[C@H](N2CCN(c3nc4ccccc4s3)CC2)CN1)N1CCSC1,9.259637310505756
CHEMBL3806023,0.56,nM,Cc1nnc2ncc3c(n12)CN([C@H]1CC[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,9.2518119729938
CHEMBL2058970,0.56,nM,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)c2ccccc2n1,9.2518119729938
CHEMBL142703,0.58,nM,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,9.236572006437063
CHEMBL2058761,0.59,nM,O=C([C@@H]1C[C@H](N2CCN(c3nc4cc(Cl)ccc4[nH]3)CC2)CN1)N1CCSC1,9.229147988357855
CHEMBL461117,0.6,nM,CC[C@H](C)[C@H](N)C(=O)N1C[C@@H](F)C[C@H]1C#N,9.221848749616356
CHEMBL385517,0.6,nM,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,9.221848749616356
CHEMBL3632865,0.6,nM,CC[C@@H](C)[C@H](N)C(=O)N1C[C@@H](F)C[C@H]1C#N,9.221848749616356
CHEMBL3806157,0.6,nM,Cc1cc2ncc3c(n2n1)CN([C@H]1CC[C@H](c2cc(F)ccc2F)[C@@H](N)C1)C3,9.221848749616356
CHEMBL3806021,0.6,nM,Cc1ccnc2c3c(nn12)CN([C@H]1CO[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,9.221848749616356
CHEMBL165,0.6,nM,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,9.221848749616356
CHEMBL3806310,0.6,nM,Cc1cc(O)nc2c3c(nn12)CN([C@H]1CO[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,9.221848749616356
CHEMBL3644458,0.6,nM,CS(=O)(=O)n1cc2c(n1)CN([C@H]1CSC(c3cc(F)ccc3F)[C@@H](N)C1)C2,9.221848749616356
CHEMBL4169845,0.61,nM,CS(=O)(=O)c1cccc(-c2c[nH]c3c(=O)n(Cc4cc(F)ccc4C#N)c(N4CCC[C@@H](N)C4)nc23)c1,9.214670164989233
CHEMBL2058972,0.61,nM,O=C([C@@H]1C[C@H](N2CCN(c3ccnc4cc(Cl)ccc34)CC2)CN1)N1CCSC1,9.214670164989233
CHEMBL2058973,0.61,nM,O=C([C@@H]1C[C@H](N2CCN(c3nccc4ccccc34)CC2)CN1)N1CCSC1,9.214670164989233
CHEMBL2147773,0.62,nM,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2cccnc2)n1,9.207608310501746
CHEMBL2147771,0.63,nM,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccn2)n1,9.200659450546418
CHEMBL512651,0.64,nM,COCCOc1ccc2nc(C3(NC(=O)C[C@H](N)Cc4cc(Cl)ccc4F)CCS(=O)(=O)CC3)sc2c1,9.193820026016112
CHEMBL539350,0.66,nM,Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1Cc1ccccc1)Cc1cc(F)c(F)cc1F,9.18045606445813
CHEMBL2425061,0.66,nM,N[C@H]1C[C@@H](N2Cc3cnc(C4CC4)nc3C2)CO[C@@H]1c1cc(F)c(F)cc1F,9.18045606445813
CHEMBL233564,0.67,nM,N[C@H]1C[C@@H](N2Cc3cncnc3C2)CC[C@@H]1c1cc(F)c(F)cc1F,9.173925197299173
CHEMBL5267753,0.7,nM,Cn1ccnc1S(=O)(=O)n1ncc2c1CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,9.154901959985743
CHEMBL5268418,0.7,nM,N[C@H]1C[C@@H](N2Cc3cnn(S(=O)(=O)C(F)(F)F)c3C2)CO[C@@H]1c1cc(F)ccc1F,9.154901959985743
CHEMBL3639433,0.7,nM,N[C@H]1C[C@@H](N2Cc3cnc(C(F)(F)F)nc3C2)CSC1c1cc(F)ccc1F,9.154901959985743
CHEMBL5275162,0.7,nM,CCCS(=O)(=O)n1ncc2c1CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,9.154901959985743
CHEMBL5277064,0.7,nM,CC(C)S(=O)(=O)n1ncc2c1CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,9.154901959985743
CHEMBL5279910,0.7,nM,CS(=O)(=O)n1ncc2c1CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,9.154901959985743
CHEMBL3644462,0.7,nM,N[C@H]1C[C@@H](N2Cc3nc(-c4ccccc4)[nH]c3C2)CSC1c1cc(F)ccc1F,9.154901959985743
CHEMBL1765236,0.7,nM,C[C@H](NC(=O)CCC(=O)O)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1B(O)O,9.154901959985743
CHEMBL3736190,0.7,nM,N[C@H]1C[C@@H](N2Cc3cnn(S(=O)(=O)C4CC4)c3C2)CO[C@@H]1c1cc(F)ccc1F,9.154901959985743
CHEMBL3645492,0.7,nM,N[C@H]1C[C@@H](N2Cc3cnn(S(=O)(=O)C4CCCC4)c3C2)CO[C@@H]1c1cc(F)ccc1F,9.154901959985743
CHEMBL5273218,0.7,nM,CCS(=O)(=O)n1ncc2c1CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,9.154901959985743
CHEMBL2425894,0.7,nM,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3ccc(F)cc3n2)c1=O,9.154901959985743
CHEMBL3806029,0.7,nM,Cc1cc2ncc3c(n2n1)CN([C@H]1CO[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,9.154901959985743
CHEMBL3806216,0.7,nM,N[C@H]1C[C@@H](N2Cc3nn4cccnc4c3C2)CO[C@@H]1c1cc(F)ccc1F,9.154901959985743
CHEMBL5278621,0.7,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c(C)c(=O)n(Cc3nc(C)c4c(Cl)cccc4n3)c(=O)n21,9.154901959985743
CHEMBL3736085,0.7,nM,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CCCC4)nc3C2)CO[C@@H]1c1cc(F)ccc1F,9.154901959985743
CHEMBL3735329,0.7,nM,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CC4)nc3C2)CO[C@@H]1c1cc(F)ccc1F,9.154901959985743
CHEMBL3736423,0.7,nM,Cn1cnc(S(=O)(=O)n2cc3c(n2)CN([C@H]2CO[C@H](c4cc(F)ccc4F)[C@@H](N)C2)C3)c1,9.154901959985743
CHEMBL3694422,0.7,nM,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CC4)nc3C2)CNC1c1cc(F)c(F)cc1F,9.154901959985743
CHEMBL3735865,0.7,nM,CC(C)S(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,9.154901959985743
CHEMBL3805294,0.7,nM,Cc1cc2ncc3c(n2n1)CN([C@H]1CO[C@H](c2cc(F)ccc2F)[C@@H](N)C1)C3,9.154901959985743
CHEMBL5276887,0.7,nM,N[C@H]1C[C@@H](N2Cc3cnn(S(=O)(=O)c4ccc(C(F)(F)F)cc4)c3C2)CO[C@@H]1c1cc(F)ccc1F,9.154901959985743
CHEMBL5283277,0.7,nM,N[C@H]1C[C@@H](N2Cc3cnn(S(=O)(=O)c4ccccc4)c3C2)CO[C@@H]1c1cc(F)ccc1F,9.154901959985743
CHEMBL4175111,0.72,nM,CS(=O)(=O)c1ccc(-c2c[nH]c3c(=O)n(Cc4cc(F)ccc4C#N)c(N4CCC[C@@H](N)C4)nc23)cc1,9.142667503568731
CHEMBL4536341,0.72,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1cc(Br)ccc1C(=O)O)c(=O)n2C,9.142667503568731
CHEMBL2058974,0.73,nM,O=C([C@@H]1C[C@H](N2CCN(c3ncc(Cl)c4ccccc34)CC2)CN1)N1CCSC1,9.136677139879545
CHEMBL4454091,0.75,nM,CCOC(=O)N1CCN(c2ccc3nnc(-c4cccc(C)c4)n3n2)CC1,9.1249387366083
CHEMBL5218500,0.75,nM,C/C=C/OC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN,9.1249387366083
CHEMBL4638480,0.76,nM,O=[N+]([O-])c1cccc(/C=N/N2C(c3ccccc3)=Nc3ccc(I)cc3C2NC2NC=CS2)c1,9.119186407719209
CHEMBL4239107,0.76,nM,O=[N+]([O-])c1cccc(/C=N/N2C(c3ccccc3)=Nc3ccc(I)cc3C2Nc2nccs2)c1,9.119186407719209
CHEMBL4239107,0.76,nM,O=[N+]([O-])c1cccc(/C=N/N2C(c3ccccc3)=Nc3ccc(I)cc3C2Nc2nccs2)c1,9.119186407719209
CHEMBL4165967,0.76,nM,N#Cc1ccc(F)cc1Cn1c(N2CCC[C@@H](N)C2)nc2c(-c3ccsc3)c[nH]c2c1=O,9.119186407719209
CHEMBL4162971,0.77,nM,CS(=O)(=O)c1ccc(-c2c[nH]c3c(=O)n(Cc4cc(F)ccc4C#N)c(N4CCC[C@@H](N)C4)nc23)c(F)c1,9.113509274827518
CHEMBL4172793,0.77,nM,N#Cc1ccc(F)cc1Cn1c(N2CCC[C@@H](N)C2)nc2c(F)c[nH]c2c1=O,9.113509274827518
CHEMBL504021,0.79,nM,N[C@@H](CC(=O)NC1(c2nc3ccc(OCCN4CCOCC4)cc3s2)CCS(=O)(=O)CC1)Cc1cc(F)c(F)cc1F,9.102372908709558
CHEMBL4169403,0.79,nM,N#Cc1ccc(F)cc1Cn1c(N2CCC[C@@H](N)C2)nc2c(Br)c[nH]c2c1=O,9.102372908709558
CHEMBL196120,0.8,nM,C[C@@H](N)C(=O)N1CCC[C@H]1B(O)O,9.096910013008056
CHEMBL3632867,0.8,nM,CC[C@@H](C)[C@H](N)C(=O)N1CC(F)(F)C[C@H]1C#N,9.096910013008056
CHEMBL2058760,0.8,nM,O=C([C@@H]1C[C@H](N2CCN(c3nc4ccccc4[nH]3)CC2)CN1)N1CCSC1,9.096910013008056
