molecule_chembl_id,IC50,units,smiles,pIC50,ROMol,molecular_weight,n_hba,n_hbd,logp,n_rotatable,n_aromatic_rings
CHEMBL1422,46.0,nM,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,7.337242168318426,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8dd540>,407.11807942,5,1,2.0164999999999997,4,2
CHEMBL3093899,46.0,nM,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccccc1C(F)(F)F,7.337242168318426,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8dd5b0>,311.124546792,3,1,2.0897799999999993,3,1
CHEMBL507254,46.0,nM,N#CC1CCCN1C(=O)C(N)C1CCCCC1,7.337242168318426,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8dd620>,235.168462292,3,1,1.408579999999999,2,0
CHEMBL169179,46.0,nM,N[C@H](C(=O)N1CCCC1)[C@@H]1CC[C@@H](NS(=O)(=O)c2ccc(S(N)(=O)=O)cc2)C1,7.337242168318426,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8dd690>,430.134461932,6,3,-0.2692999999999979,6,1
CHEMBL401378,46.0,nM,Cc1cc(CN2C[C@H](N)[C@H](C(=O)C3CCC[C@H]3C#N)C2)ccc1-n1cncn1,7.337242168318426,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8dd700>,378.21680945200006,7,1,1.8437999999999994,5,2
CHEMBL3084944,46.0,nM,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NC(=O)c2cccc3ccccc23)CC1,7.337242168318426,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8dd770>,379.225977168,3,2,3.078100000000002,4,2
CHEMBL527198,46.0,nM,C[C@@H](c1nc(-c2ccc(S(C)(=O)=O)cc2Cl)no1)[C@H](N)Cc1cc(F)c(F)cc1F,7.337242168318426,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8dd7e0>,459.06312474400005,6,1,3.8843000000000023,6,3
CHEMBL1683988,46.61,nM,COC(=O)c1cccc(-c2nnn3c2CN(C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)CC3)c1.Cl,7.331520897067414,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8dd850>,509.144151936,7,1,2.8731000000000013,6,3
CHEMBL1683985,46.89,nM,Cl.N[C@@H](CC(=O)N1CCn2nnc(-c3ccc(Cl)cc3)c2C1)Cc1cc(F)c(F)cc1F,7.328919767261151,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8dd8c0>,485.09970028,5,1,3.739900000000003,5,3
CHEMBL1082348,47.0,nM,CO[C@H]1C[C@H]2C[C@H](NCC(=O)N3CCC[C@H]3C#N)C[C@H]2C1.Cl,7.327902142064282,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8dd930>,327.17135475199996,4,1,1.7159799999999998,4,0
CHEMBL392825,47.0,nM,C[C@@H](C1CCC(N(C)C(=O)C2CC2)CC1)[C@H](N)C(=O)N1CC[C@H](F)C1.Cl,7.327902142064282,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8dd9a0>,389.224533196,3,1,2.3692000000000006,5,0
CHEMBL560123,47.0,nM,N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)c1ccccn1)Cc1ccccc1F,7.327902142064282,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8dda10>,384.19615426,4,2,1.9016000000000006,7,2
CHEMBL232759,47.0,nM,CC(C)(CO)NCC(=O)N1CCC[C@H]1C(=O)c1nnc(C(C)(C)C)o1,7.327902142064282,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8dda80>,352.21105537599993,7,2,0.9013000000000002,6,1
CHEMBL550801,47.0,nM,N[C@H]1Cn2c(nc3ccc(C(F)(F)F)cc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,7.327902142064282,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8ddaf0>,499.09423066799997,4,2,4.772900000000002,1,3
CHEMBL558253,47.0,nM,N[C@H]1Cn2c(nc3c(F)cc(F)cc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,7.327902142064282,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8ddb60>,467.088002416,4,2,4.032300000000002,1,3
CHEMBL463481,47.0,nM,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1cccc(Cl)c1)NCC(=O)N1CCC[C@H]1C#N,7.327902142064282,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8ddbd0>,402.18225378400007,4,2,2.5849800000000007,7,1
CHEMBL1683559,47.0,nM,N[C@H]1CN(c2cc(-c3cc(F)c(F)cc3F)ncn2)C[C@@H]1N1CCCCC1=O,7.327902142064282,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8ddc40>,391.16199492,5,1,2.0893,3,2
CHEMBL1808475,47.0,nM,CC(C)Cn1c(CN)c(-c2ccccc2)c2cc(OCC(N)=O)ccc2c1=O.Cl,7.327902142064282,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8ddcb0>,415.16626937199993,5,2,3.069100000000001,7,3
CHEMBL192116,47.0,nM,COc1cc2c(cc1OC)C(C(C)C)N(C(=O)C[C@H](N)C(=O)N1CCC[C@H]1C#N)CC2,7.327902142064282,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8ddd20>,428.24235550400005,6,1,2.0175799999999997,6,1
CHEMBL236714,47.0,nM,COc1cccc(-c2cc(N3C[C@H](c4cc(F)c(F)cc4F)[C@@H](N)C3)ncn2)c1,7.327902142064282,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8ddd90>,400.1510958880001,5,1,3.5006000000000013,4,3
CHEMBL353840,47.0,nM,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2cccc3ccccc23)C1,7.327902142064282,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8dde00>,383.16674804,4,2,2.5985000000000005,4,2
CHEMBL4762199,47.0,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(n3cc(-c4ccccc4)nn3)CC1)c(=O)n2C,7.327902142064282,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8dde70>,584.3335705200001,12,1,1.8332000000000015,8,4
CHEMBL249825,47.0,nM,N[C@H]1CN(C(=O)c2cc3ccccc3cn2)C[C@H]1C(=O)N1CCCC1,7.327902142064282,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8ddee0>,338.174275944,4,1,1.256499999999999,2,2
CHEMBL1683999,47.27,nM,N[C@@H](CC(=O)N1CCn2nnc(-c3ccsc3)c2C1)Cc1cc(F)c(F)cc1F.O=C(O)/C=C/C(=O)O,7.325414397697086,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8ddf50>,537.129374464,8,3,2.4379999999999997,7,3
CHEMBL391331,47.6,nM,O=C([C@@H]1C[C@H](N2CCCCC2)CN1)N1CCSC1,7.322393047279506,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8ddfc0>,269.156183356,4,1,0.7357000000000002,2,0
CHEMBL4867117,47.6,nM,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cccc(C(=O)N3CCC[C@@H]3C(=O)OC)c2)c1=O,7.322393047279506,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8de030>,507.24816915599996,9,1,0.7867000000000024,6,2
CHEMBL2069846,47.7,nM,CN1CCN(c2ccc(C(=O)N3CCN(C(=O)C[C@H](N)Cc4cc(F)c(F)cc4F)CC3)cc2)CC1,7.3214816209598865,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8de0a0>,503.250809924,5,1,2.1002,6,2
CHEMBL1202091,47.8,nM,CC(C)N1CCN(CCNCC(=O)N2CCC[C@@H]2C#N)C1=O.O=C(O)C(=O)O,7.320572103387882,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8de110>,397.1961335839999,6,3,-0.6078199999999956,6,0
CHEMBL22310,48.0,nM,N[C@H](C(=O)N1CC[C@H](F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(F)cc2F)CC1,7.318758762624412,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8de180>,419.14904728799996,4,2,1.6995999999999991,5,1
CHEMBL2063036,48.0,nM,O=C([C@@H]1C[C@@H](O)CN1)N1C[C@H](O)C[C@H]1B(O)O,7.318758762624412,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8de1f0>,244.123052044,6,5,-3.3169999999999975,2,0
CHEMBL22310,48.0,nM,N[C@H](C(=O)N1CC[C@H](F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(F)cc2F)CC1,7.318758762624412,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8de260>,419.14904728799996,4,2,1.6995999999999991,5,1
CHEMBL22310,48.0,nM,N[C@H](C(=O)N1CC[C@H](F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(F)cc2F)CC1,7.318758762624412,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8de2d0>,419.14904728799996,4,2,1.6995999999999991,5,1
CHEMBL395213,48.0,nM,Cl.N[C@H](C(=O)N1CC[C@H](F)C1)C1CCC(NS(=O)(=O)c2ccc(F)cc2F)CC1,7.318758762624412,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8de340>,455.125725,4,2,2.1214,5,1
CHEMBL203379,48.0,nM,C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CCCC1.O=C(O)C(F)(F)F,7.318758762624412,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8de3b0>,453.18754097199997,5,2,2.7388000000000003,4,2
CHEMBL2425073,48.0,nM,N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CO[C@@H]1c1cc(F)c(Cl)cc1F,7.318758762624412,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8de420>,354.10589528400004,4,2,2.514400000000001,2,2
CHEMBL2346925,48.2,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3ccnc4ccccc34)c2c1=O,7.31695296176115,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8de490>,426.21680945199995,7,1,2.7453000000000003,4,4
CHEMBL1779696,48.9,nM,N#Cc1ccccc1CN1CCN(C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)CC1=O,7.310691140876379,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8de500>,430.161660572,4,1,2.1064800000000004,6,2
CHEMBL4635433,48.9,nM,N[C@H]1C[C@@H](N2CCC(F)(F)C2)[C@@H](C(F)(F)F)O[C@@H]1c1cc(F)ccc1F,7.310691140876379,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8de570>,386.122910704,3,1,3.394000000000002,2,1
CHEMBL5177166,49.0,nM,NC(CCOc1ccc(S(N)(=O)=O)cc1)C1COc2ccccc2O1,7.309803919971486,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8de5e0>,364.10929273999994,6,2,1.2702000000000009,6,2
CHEMBL4205581,49.0,nM,N#Cc1ccccc1Cc1c(Cl)nc2ccnn2c1N1CCC[C@@H](N)C1,7.309803919971486,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8de650>,366.13597228800006,6,1,2.7726800000000003,3,3
CHEMBL201424,49.0,nM,CC(C)(CC(=O)N1CCc2ccccc2C1)NCC(=O)N1CCC[C@H]1C#N,7.309803919971486,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8de6c0>,368.22122613600004,4,1,1.84418,5,1
CHEMBL1809263,49.0,nM,CC(C)Cc1nc2ccc(OCC(N)=O)cc2c(-c2cccc(F)c2)c1CN,7.309803919971486,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8de730>,381.185255228,4,2,3.5622000000000007,7,3
CHEMBL550862,49.0,nM,N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)c1ccccc1F)Cc1ccccc1F,7.309803919971486,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8de7a0>,401.19148348,3,2,2.6457000000000006,7,2
CHEMBL3644453,49.0,nM,N[C@H]1C[C@@H](N2Cc3c[nH]nc3C2)C[S+]([O-])C1c1cc(F)cc(F)c1F,7.309803919971486,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8de810>,370.107516824,4,2,1.7322,2,2
CHEMBL203736,49.0,nM,C[C@@H](c1ccc(-c2cc(F)c(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,7.309803919971486,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8de880>,489.16869734799997,5,2,2.8259000000000007,4,2
CHEMBL471956,49.0,nM,N#C[C@@H]1C[C@H](F)CN1C(=O)CN[C@H]1[C@@H]2CN(c3ccc(Cl)cn3)C[C@@H]21,7.309803919971486,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8de8f0>,363.12621612800007,5,1,1.22178,4,1
CHEMBL249826,49.0,nM,N[C@H]1CN(C(=O)c2cnc3ccccc3c2)C[C@H]1C(=O)N1CCCC1,7.309803919971486,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8de960>,338.174275944,4,1,1.256499999999999,2,2
CHEMBL3929146,49.73,nM,COc1ccc2c3c(ccc2c1)O[C@@H](c1cc(F)c(F)cc1F)[C@H](N)C3,7.303381540767775,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8de9d0>,359.113313412,3,1,4.269200000000002,2,3
CHEMBL271694,50.0,nM,N[C@H](C(=O)N1CCC[C@H]1C(=O)c1nc2ccccc2s1)C1CCCCC1,7.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8dea40>,371.16674804,5,1,3.377600000000002,4,2
CHEMBL2206485,50.0,nM,COc1cccc(-c2nnc(C3(NC(=O)C[C@H](N)Cc4cc(F)c(F)cc4F)CCS(=O)(=O)CC3)o2)c1,7.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8deab0>,538.1497755599999,8,2,2.6427000000000014,8,3
CHEMBL475654,50.0,nM,Cl.N[C@@H](CC(=O)N1CCCN(C(=O)c2cccc(C(=O)O)c2)CC1)Cc1cc(F)c(F)cc1F,7.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8deb20>,499.14856862,4,2,2.8585000000000003,6,2
CHEMBL393336,50.0,nM,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F.O=P(O)(O)O,7.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8deb90>,505.0949746259999,6,4,1.0878999999999996,4,2
CHEMBL385517,50.0,nM,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,7.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8dec00>,315.19467704,4,2,1.157979999999999,2,0
CHEMBL3127989,50.0,nM,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1csc(-c2ccc(Cl)cc2)n1,7.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8dec70>,378.071738032,5,1,2.7958800000000013,4,2
CHEMBL3127990,50.0,nM,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1csc(-c2ccc(C(F)(F)F)cc2)n1,7.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8dece0>,412.098095012,5,1,3.1612800000000014,4,2
CHEMBL5280469,50.0,nM,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1cc(Cl)c(Cl)cc1Cl,7.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8ded50>,363.010823296,3,1,2.9791800000000013,3,1
CHEMBL1082716,50.0,nM,N#C[C@@H]1CCCN1C(=O)CN[C@@H]1C[C@@H]2CN(C(=O)N3CCOCC3)C[C@@H]2C1,7.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8dedc0>,375.227039788,5,1,0.2531800000000015,3,0
CHEMBL385517,50.0,nM,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,7.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8dee30>,315.19467704,4,2,1.157979999999999,2,0
CHEMBL400954,50.0,nM,Cn1cnc2c1CCN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C2C(F)(F)F,7.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8deea0>,420.138480516,4,1,2.7856000000000005,4,2
CHEMBL250393,50.0,nM,N[C@H]1CN(Cc2ccc(-n3cnnn3)cc2)C[C@H]1C(=O)N1CCCC1,7.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8def10>,341.196408356,7,1,0.04379999999999984,4,2
CHEMBL257653,50.0,nM,Cn1cnc2cc(Br)c(-c3ccccc3Cl)c(CN)c21,7.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8def80>,348.9981371960001,3,1,4.114900000000002,2,3
CHEMBL1082464,50.0,nM,CC(C)(CC(=O)N1CC[C@H](O)C1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,7.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8deff0>,340.19106888000005,5,2,-0.19951999999999837,5,0
CHEMBL1683505,50.0,nM,CCOC(=O)C(Nc1ccc(CNC(=O)C2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(C)C.Cl,7.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8df060>,616.209788972,7,3,4.0031000000000025,12,2
CHEMBL429757,50.0,nM,CCS(=O)(=O)c1ccc(-c2noc(C(C)[C@H](N)C(F)=C3CCCC3)n2)c(Cl)c1.O=C(O)C(F)(F)F,7.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8df0d0>,541.1061324279999,7,2,5.045300000000004,6,2
CHEMBL3127985,50.0,nM,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1csc2ccccc12,7.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8df140>,317.09981135199996,4,1,2.2336800000000006,3,2
CHEMBL3330060,50.0,nM,N#C[C@@H]1C[C@H](F)CN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,7.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8df1b0>,329.11512498,3,1,1.8263800000000003,4,1
CHEMBL535180,50.0,nM,Cl.N[C@@H](CC(=O)N1CCCCN1C(=O)c1ccccc1)Cc1cc(F)c(F)cc1F,7.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8df220>,441.14308931600004,3,1,3.4654000000000016,5,2
CHEMBL208964,50.0,nM,O=C([C@@H]1CN[C@H](C(=O)N2CCCC2)C1)N1Cc2ccc(Cl)cc2C1,7.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8df290>,347.140054624,3,1,1.7827,2,1
CHEMBL429982,50.0,nM,COc1cc2c(cc1OC)[C@@H]1C[C@@H](N)[C@@H](c3cccc(Cl)c3)CN1CC2,7.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8df300>,372.16045572,4,1,3.771200000000002,3,2
CHEMBL4071607,50.2,nM,Cc1nc(-c2nnc3n2[C@@H]2CCN(C(=O)C[C@H](N)Cc4cc(F)c(F)cc4F)C[C@@H]2CC3)cs1.Cl,7.29929628285498,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8df370>,526.152942792,7,1,3.845020000000003,5,3
CHEMBL2069834,50.4,nM,N#Cc1ccccc1N1CCN(C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)CC1,7.297569463554475,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8df3e0>,402.16674595200004,4,1,2.5842800000000006,5,2
CHEMBL2069854,50.6,nM,N[C@@H](CC(=O)N1CCN(C(=O)c2cc3ccccc3s2)CC1)Cc1cc(F)c(F)cc1F,7.2958494831602,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8df450>,461.138482604,4,1,3.563100000000003,5,3
CHEMBL1683979,50.66,nM,N[C@@H](CC(=O)N1CCn2nnc(C(F)(F)F)c2C1)Cc1cc(F)c(F)cc1F.O=C(O)/C=C/C(=O)O,7.295334814545471,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8df4c0>,523.1290380279999,7,3,1.7282999999999997,6,2
CHEMBL1779697,50.7,nM,N[C@@H](CC(=O)N1CCN(Cc2ccccc2C(F)(F)F)C(=O)C1)Cc1cc(F)c(F)cc1F,7.294992040666663,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8df530>,473.153796232,3,1,3.2536000000000023,6,2
CHEMBL4465448,50.9,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1c(Cl)cccc1C(=O)OC)c(=O)n2C,7.293282217663242,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8df5a0>,498.17823102399996,10,1,1.3357999999999999,5,3
CHEMBL142703,51.0,nM,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,7.292429823902063,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8df610>,303.19467704,4,2,1.1742799999999989,3,0
CHEMBL236923,51.0,nM,N[C@H]1CN(c2cc(-c3ccc(F)cc3)ncn2)C[C@@H]1c1cc(F)c(F)cc1F,7.292429823902063,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8df680>,388.131109392,4,1,3.6311000000000027,3,3
CHEMBL142703,51.0,nM,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,7.292429823902063,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8df6f0>,303.19467704,4,2,1.1742799999999989,3,0
CHEMBL142703,51.0,nM,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,7.292429823902063,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8df760>,303.19467704,4,2,1.1742799999999989,3,0
CHEMBL471960,51.0,nM,N#Cc1ccccc1N1C[C@@H]2[C@H](C1)[C@H]2NCC(=O)N1C[C@@H](F)C[C@H]1C#N,7.292429823902063,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8df7d0>,353.16518848000004,5,1,1.0450599999999997,4,1
CHEMBL1683488,51.0,nM,Cl.N[C@@H](CC(=O)N1CCSC1C(=O)NCc1ccc(OCC(=O)O)cc1)Cc1cc(F)c(F)cc1F,7.292429823902063,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8df840>,547.1155542399999,6,3,2.4669000000000008,10,2
CHEMBL369738,51.0,nM,N[C@@H](CC(=O)N1CCNC[C@H]1Cc1ccccc1)Cc1cc(F)ccc1F,7.292429823902063,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8df8b0>,373.19656886,3,2,2.2678000000000003,6,2
CHEMBL237343,51.0,nM,N[C@H]1CN(c2cc(-c3cccc(F)c3)ncn2)C[C@@H]1c1cc(F)c(F)cc1F,7.292429823902063,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8df920>,388.131109392,4,1,3.6311000000000027,3,3
CHEMBL406219,51.0,nM,CCN(CC#N)C(=O)[C@@H]1C[C@H](C(=O)NCc2ccccc2)[C@H](C)N1,7.292429823902063,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8df990>,328.189926008,4,2,1.0414799999999995,6,1
CHEMBL142703,51.0,nM,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,7.292429823902063,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8dfa00>,303.19467704,4,2,1.1742799999999989,3,0
CHEMBL473419,51.0,nM,O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CC[C@@H](F)C1,7.292429823902063,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8dfa70>,348.20738764000004,6,1,-0.10049999999999892,3,1
CHEMBL1683144,51.0,nM,N[C@H](Cc1cc(F)ccc1F)C1CCN(C2CCCC(C(=O)O)C2)CC1,7.292429823902063,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8dfae0>,366.21188457599993,3,2,3.1900000000000013,5,1
CHEMBL549502,51.0,nM,N[C@H]1Cn2c(nc3ccncc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,7.292429823902063,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8dfb50>,546.0949589399999,6,3,3.7824000000000018,1,3
CHEMBL142703,51.0,nM,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,7.292429823902063,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8dfbc0>,303.19467704,4,2,1.1742799999999989,3,0
CHEMBL2147066,51.0,nM,CC(C)=CCn1c(N2CCC[C@@H](N)C2)nc2c3cc(C(=O)O)ccc3n(C)c(=O)c21.Cl,7.292429823902063,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8dfc30>,445.1880674359999,7,2,2.9019000000000017,4,3
CHEMBL411561,51.5,nM,COc1ccc(N[C@@H]2CN[C@H](C(=O)N3CCSC3)C2)cc1,7.288192770958809,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8dfca0>,307.135447912,5,2,1.3704999999999996,4,1
CHEMBL3215633,52.0,nM,CNC(=O)COc1ccc2nc(CC(C)C)c(CN)c(-c3ccc(C)cc3)c2c1.Cl.Cl,7.2839966563652,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8dfd10>,463.179332592,4,2,4.835820000000005,7,3
CHEMBL255864,52.0,nM,CC#CCn1c(N2CCCC(N)C2)nc2c(OC)nn(Cc3cccc4ccccc34)c(=O)c21,7.2839966563652,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8dfd80>,456.227374136,8,1,2.7539000000000007,5,4
CHEMBL560729,52.0,nM,CN(C)C(=O)c1ccc2c(c1)nc1n2C[C@H](N)[C@@H](c2cc(F)c(F)cc2F)C1.O=C(O)C(F)(F)F,7.2839966563652,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8dfdf0>,502.14395981999996,5,2,3.4559000000000006,2,3
CHEMBL257852,52.0,nM,Cn1c(=O)[nH]c2ccc(-c3ccccc3Cl)c(CN)c21,7.2839966563652,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8dfe60>,287.082539748,3,2,2.6456999999999997,2,3
CHEMBL273206,52.0,nM,Cc1csc(N2CCN(C(=O)[C@@H]3CN[C@H](C(=O)N4CCCC4)C3)CC2)n1,7.2839966563652,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8dfed0>,377.188546104,6,1,0.7006200000000005,3,1
CHEMBL425039,52.0,nM,Cc1cc(=O)n(C)cc1-c1ccc([C@H](C)[C@H](N)C(=O)N2CC[C@H](F)C2)cc1.O=C(O)C(F)(F)F,7.2839966563652,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8dff40>,485.19376922399994,5,2,2.9952200000000007,4,2
CHEMBL375442,52.0,nM,CS(=O)(=O)c1ccc(-c2noc([C@@H](CC3CC3)[C@H](N)C(=O)N3CC[C@H](F)C3)n2)cc1.O=C(O)C(F)(F)F,7.2839966563652,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8e0040>,550.150918432,8,2,2.5548,7,2
