molecule_chembl_id,IC50,units,smiles,pIC50,ROMol,molecular_weight,n_hba,n_hbd,logp,n_rotatable,n_aromatic_rings
CHEMBL517776,15.0,nM,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1cccc(Cl)c1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,7.823908740944319,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8c9700>,420.17283197200004,4,2,2.5329800000000002,7,1
CHEMBL557447,15.0,nM,N[C@H]1Cn2c(nc3cnc(Cl)cc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,7.823908740944319,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8c9770>,580.0559865879999,6,3,4.435800000000001,1,3
CHEMBL3084949,15.0,nM,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2cccc3ccccc23)CC1,7.823908740944319,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8c97e0>,397.182398104,4,2,2.9886000000000017,4,2
CHEMBL2147774,15.0,nM,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccc(C#N)cn2)n1,7.823908740944319,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8c9850>,452.2106785160001,9,1,0.8328000000000011,4,2
CHEMBL201644,15.0,nM,CC(C)(CC(=O)N1Cc2ccccc2C1)NCC(=O)N1CCC[C@H]1C#N,7.823908740944319,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8c98c0>,354.205576072,4,1,1.80168,5,1
CHEMBL2063037,15.0,nM,O=C([C@@H]1C[C@H](O)CN1)N1C[C@@H](O)C[C@H]1B(O)O,7.823908740944319,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8c9930>,244.123052044,6,5,-3.3169999999999975,2,0
CHEMBL330373,15.0,nM,N#C[C@@H]1CCCN1C(=O)CNC1CC2CCC1C2,7.823908740944319,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8c99a0>,247.168462292,3,1,1.2791799999999993,3,0
CHEMBL1082996,15.0,nM,C#C[C@@H]1C[C@H](F)CN1C(=O)CC(C)(C)CC(=O)N[C@H]1C[C@@H]1c1cccc(Cl)c1,7.823908740944319,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8c9a10>,404.166683972,2,1,3.6907000000000023,6,1
CHEMBL142703,15.0,nM,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,7.823908740944319,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8c9a80>,303.19467704,4,2,1.1742799999999989,3,0
CHEMBL4856604,15.0,nM,COC(=O)c1cccc(Cn2c(=O)cc(N3CCC[C@@H](N)C3)n(Cc3ccccc3C#N)c2=O)c1,7.823908740944319,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8c9af0>,473.20630434400005,9,1,1.6923799999999998,6,3
CHEMBL201644,15.0,nM,CC(C)(CC(=O)N1Cc2ccccc2C1)NCC(=O)N1CCC[C@H]1C#N,7.823908740944319,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8c9b60>,354.205576072,4,1,1.80168,5,1
CHEMBL474800,15.0,nM,N#C[C@@H]1CCCN1C(=O)[C@@H](N)CCC(=O)N1CCCCC1.O=C(O)C(F)(F)F,7.823908740944319,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8c9bd0>,406.18278993999996,5,2,1.2542799999999985,4,0
CHEMBL1951426,15.0,nM,CC#CCn1c(N2CCC[C@H](N)C2)c(C#N)c2ncn(CC(=O)c3cccc(OC)c3)c(=O)c21,7.823908740944319,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8c9c40>,458.2066386919999,9,1,1.9119799999999991,6,3
CHEMBL1085595,15.0,nM,CC(C)(CC(=O)N1CCN(S(C)(=O)=O)CC1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,7.823908740944319,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8c9cb0>,417.18460359600004,6,1,-0.6889199999999962,6,0
CHEMBL1082462,15.0,nM,CC(C)(CC(=O)N1CCCC1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,7.823908740944319,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8c9d20>,324.19615426,4,1,0.8296800000000002,5,0
CHEMBL394932,15.0,nM,CCN(C)C(=O)[C@H]1C[C@@H](C(=O)N2CCC[C@H]2C#N)N[C@H]1C,7.823908740944319,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8c9d90>,292.189926008,4,1,0.3458800000000007,3,0
CHEMBL1929391,15.0,nM,Cc1c(C(=O)NCC(C)(C)NCC(=O)N2CCC[C@H]2C#N)cnc2cc(C(C)(C)C)nn12.Cl,7.823908740944319,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8c9e00>,475.24625100800006,7,2,2.3696000000000006,6,2
CHEMBL228004,15.0,nM,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2cc(Cl)ccc2c1=O,7.823908740944319,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8c9e70>,393.1356379399999,6,1,2.897380000000001,3,3
CHEMBL399615,15.0,nM,CC(C)(C)NCC(=O)N1CCC[C@H]1C(=O)c1noc(-c2ccc(F)cc2)n1,7.823908740944319,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8c9ee0>,374.17541881600005,6,1,2.4375,5,2
CHEMBL3093905,15.0,nM,COc1ccc(C[C@H](N)C(=O)N2C[C@@H](F)C[C@H]2C#N)cc1,7.823908740944319,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8c9f50>,291.13830503599996,4,1,1.0275799999999995,4,1
CHEMBL1683980,15.09,nM,COC(=O)c1nnn2c1CN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)CC2.Cl,7.82131076022441,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8c9fc0>,433.112851808,7,1,1.2060999999999995,5,2
CHEMBL231117,15.1,nM,C[C@@H]1C(=O)N(CCO)CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,7.82102305270683,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8ca030>,387.176976288,4,2,0.8055000000000007,6,1
CHEMBL230496,15.1,nM,C[C@@H]1CCN(C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)[C@H](C)C(=O)N1,7.82102305270683,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8ca0a0>,357.16641160399996,3,2,1.4893,4,1
CHEMBL2418627,15.24,nM,Cl.N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2cn(Cc3ccccc3Cl)nn2)cc1,7.817015032996418,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8ca110>,470.13886474800006,6,1,3.452980000000002,6,3
CHEMBL5220348,15.3,nM,CC(C)=CCC/C(C)=C/OC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN,7.815308569182401,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8ca180>,365.26784198000007,5,2,2.6270999999999995,10,0
CHEMBL4174924,15.3,nM,Cn1cnc2nc(N3CCC[C@@H](N)C3)n(Cc3cc(F)ccc3C#N)c(=O)c21,7.815308569182401,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8ca1f0>,381.17133648,8,1,1.11658,3,3
CHEMBL3580782,15.4,nM,N[C@@H](CC(=O)N1CC(=O)Nc2cc(Br)ccc2C1)[C@H]1CCc2cc(F)c(F)cc21,7.812479279163536,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8ca260>,463.07069542,3,2,3.455400000000002,3,2
CHEMBL2347038,15.5,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3nc4ccccc4nc3C)c2c1=O,7.809668301829708,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8ca2d0>,441.227708484,8,1,2.44872,4,4
CHEMBL2418634,15.7,nM,COc1ccc(Cn2cc(-c3ccc(C[C@H](N)C(=O)N4CCC[C@H]4C#N)cc3)nn2)cc1OC.Cl,7.804100347590766,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8ca340>,496.19896646800004,8,1,2.816780000000001,8,3
CHEMBL1683996,15.8,nM,Cl.N[C@@H](CC(=O)N1CCn2nnc(-c3ccco3)c2C1)Cc1cc(F)c(F)cc1F,7.801342913045577,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8ca3b0>,441.117937188,6,1,2.679500000000001,5,3
CHEMBL245545,16.0,nM,CC(=O)N(C)C1CCC([C@H](C)[C@H](N)C(=O)N2CC[C@H](F)C2)CC1.Cl,7.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8ca420>,363.208883132,3,1,1.9790999999999994,4,0
CHEMBL234158,16.0,nM,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](CC(=O)O)CN1,7.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8ca490>,251.126991404,4,2,-0.04621999999999987,3,0
CHEMBL474025,16.0,nM,CC(C)(CC(=O)N1CCc2ccccc2C1)[C@H](N)C(=O)N1CCC[C@H]1C#N.O=C(O)C(F)(F)F,7.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8ca500>,482.214090068,5,2,2.4627799999999995,4,1
CHEMBL142703,16.0,nM,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,7.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8ca570>,303.19467704,4,2,1.1742799999999989,3,0
CHEMBL244843,16.0,nM,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](c2ccccc2)CN1,7.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8ca5e0>,269.152812228,3,1,1.6466799999999997,2,1
CHEMBL562188,16.0,nM,N[C@H]1Cn2c(nc3cnccc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,7.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8ca650>,546.0949589399999,6,3,3.7824000000000018,1,3
CHEMBL9408,16.0,nM,COC(=O)c1ccc(OP(=O)(Oc2ccc(C(=O)OC)cc2)C2CCCN2C(=O)C2CCCN2)cc1.Cl,7.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8ca6c0>,552.14283023,9,1,4.033000000000003,8,2
CHEMBL207348,16.0,nM,CN(C)C(=O)[C@@H](c1ccc(-c2ccc3nncn3c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,7.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8ca730>,538.195166192,7,2,2.0990999999999995,5,3
CHEMBL260702,16.0,nM,CCN(CC#N)C(=O)[C@@H]1C[C@H](C(=O)N2CCCC2)[C@H](C)N1,7.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8ca7a0>,292.189926008,4,1,0.3474800000000005,4,0
CHEMBL1422,16.0,nM,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,7.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8ca810>,407.11807942,5,1,2.0164999999999997,4,2
CHEMBL2063038,16.0,nM,O=C([C@@H]1C[C@H](O)CN1)N1C[C@H](O)C[C@H]1B(O)O,7.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8ca880>,244.123052044,6,5,-3.3169999999999975,2,0
CHEMBL260197,16.0,nM,CC[C@@H]1N[C@H](C(=O)N2CCC[C@H]2C#N)C[C@@H]1C(=O)N(C)C,7.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8ca8f0>,292.189926008,4,1,0.34588000000000063,3,0
CHEMBL218459,16.0,nM,CC[C@@H]1C(=O)NCCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,7.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8ca960>,357.16641160399996,3,2,1.4909000000000001,5,1
CHEMBL228312,16.0,nM,N[C@H]1CN(c2ccc3nnc(-c4ccc(F)cc4)n3n2)CC[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,7.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8ca9d0>,556.1457713879998,7,2,4.302200000000003,3,4
CHEMBL2147195,16.0,nM,COC(=O)c1ccc2c3nc(N4CCC[C@@H](N)C4)n(Cc4ccccc4Cl)c3c(=O)n(C)c2c1.Cl,7.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8caa40>,515.149095084,8,1,3.7258000000000018,4,4
CHEMBL508845,16.0,nM,CC(C)(/C=C/c1ccccc1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,7.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8caab0>,315.174690544,3,1,2.5305800000000005,5,1
CHEMBL567728,16.0,nM,CC(C)(F)c1nc([C@@H]2CCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)no1,7.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cab20>,414.167888824,5,1,3.315100000000001,6,2
CHEMBL474767,16.0,nM,Cc1ncsc1[C@H]1C[C@@H]1NC(=O)CC(C)(C)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,7.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cab90>,407.179124292,6,2,1.6444999999999994,7,1
CHEMBL1688425,16.0,nM,Cc1nc(C(N)=O)cc(-c2ccc(Cl)cc2Cl)c1CN,7.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cac00>,309.043567396,3,2,2.9214200000000003,3,2
CHEMBL2153743,16.0,nM,COC(=O)c1ccc(OP(=O)(Oc2ccc(C(=O)OC)cc2)C2CCCN2C(=O)[C@@H]2CCCN2)cc1,7.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cac70>,516.166152518,9,1,3.611200000000002,8,2
CHEMBL237547,16.0,nM,CC(=O)N[C@H]1CC[C@H]([C@H](C)[C@H](N)C(=O)N2CC[C@H](F)C2)CC1,7.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cace0>,313.21655535599996,3,2,1.2151000000000003,4,0
CHEMBL2206475,16.0,nM,N[C@@H](CC(=O)NC1(c2nc(-c3ccccc3)cs2)CCS(=O)(=O)CC1)Cc1cc(F)c(F)cc1F,7.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cad50>,523.1211182879999,6,2,3.707600000000002,7,3
CHEMBL1229855,16.0,nM,CC(=O)N(C)[C@H]1CC[C@H]([C@H](C)[C@H](N)C(=O)N2CC[C@H](F)C2)CC1,7.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cadc0>,327.23220541999996,3,1,1.5572999999999992,4,0
CHEMBL3913618,16.0,nM,C#CCn1c(=O)n(C)c(=O)c2c1nc(N1CCCC(N)C1)n2Cc1ccccc1C#N,7.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cae30>,417.1913229760001,9,1,0.3773800000000014,4,3
CHEMBL96459,16.0,nM,CC1C(NCC(=O)N2CCC[C@H]2C#N)CC2CC1C2(C)C,7.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8caea0>,289.215412484,3,1,2.1612799999999996,3,0
CHEMBL3806179,16.0,nM,Cc1cc2ncc3c(n2n1)CN([C@@H]1CC[C@H](c2cc(F)ccc2F)[C@@H](N)C1)C3,7.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8caf10>,383.19215217600004,5,1,3.2951200000000016,2,3
CHEMBL142703,16.6,nM,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,7.779891911959945,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8caf80>,303.19467704,4,2,1.1742799999999989,3,0
CHEMBL227482,16.8,nM,N#Cc1ccc(CN(CC(=O)O)[C@@H]2CN[C@H](C(=O)N3CCSC3)C2)cc1,7.774690718274137,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8caff0>,374.141261564,6,2,0.7082800000000007,6,1
CHEMBL560669,17.0,nM,N[C@H]1Cn2c(nc3ccc(F)cc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cb060>,449.09742422799997,4,2,3.893200000000002,1,3
CHEMBL260509,17.0,nM,CCN(CC#N)C(=O)[C@@H]1C[C@H](C(=O)N2CCCCC2)[C@H](C)N1,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cb0d0>,306.205576072,4,1,0.7375800000000001,4,0
CHEMBL4071958,17.0,nM,Cc1ccc(-c2c(CN)c(CC(C)C)nc3ccc(OCCCC(=O)O)cc23)cc1.Cl.Cl,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cb140>,478.1789982439999,4,2,5.9546200000000065,9,3
CHEMBL437206,17.0,nM,C[C@H](c1nc(-c2ccc(S(C)(=O)=O)cc2Cl)no1)[C@H](N)C(=O)N1CCCC1.O=C(O)C(F)(F)F,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cb1b0>,526.090067764,8,2,2.4800000000000004,5,2
CHEMBL462839,17.0,nM,CCOc1cccc([C@H]2C[C@@H]2NC(=O)CC(C)(C)NCC(=O)N2C[C@@H](F)C[C@H]2C#N)c1,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cb220>,430.23801907200004,5,2,2.2782799999999996,9,1
CHEMBL3644786,17.0,nM,N[C@@H](CC(=O)N1CCc2c(nc(C3CCC3)nc2C(F)(F)F)C1)CN1C(=O)CCC(F)(F)C1O,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cb290>,491.195580792,6,2,1.9410999999999992,5,1
CHEMBL3084954,17.0,nM,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)Nc2ccc(Cl)c(Cl)c2)CC1,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cb300>,430.09970236799995,4,3,3.533900000000002,4,1
CHEMBL363115,17.0,nM,CN(C)C(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC(F)C1.O=C(O)C(F)(F)F,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cb370>,501.16869734799997,4,2,2.8054000000000006,5,2
CHEMBL5272450,17.0,nM,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1ccc(Br)cc1,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cb3e0>,339.03825242,3,1,1.7814800000000002,3,1
CHEMBL3093902,17.0,nM,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1ccccc1,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cb450>,261.127740352,3,1,1.01898,3,1
CHEMBL3084952,17.0,nM,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)OCc2cccc3ccccc23)CC1,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cb4c0>,427.19296278800005,5,2,3.485000000000002,5,2
CHEMBL3093920,17.0,nM,COc1ccc(C[C@H](N)C(=O)N2CCC[C@H]2C#N)cc1,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cb530>,273.147726848,4,1,1.07958,4,1
CHEMBL475634,17.0,nM,N#C[C@@H]1CCCN1C(=O)[C@@H](N)CCC(=O)N1CCOCC1.O=C(O)C(F)(F)F,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cb5a0>,408.16205449599994,6,2,0.10058000000000072,4,0
CHEMBL1422,17.0,nM,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cb610>,407.11807942,5,1,2.0164999999999997,4,2
CHEMBL3686743,17.0,nM,N[C@@H](CC(=O)O)C(=S)N1CCC[C@H]1B(O)O,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cb680>,246.08455836,5,4,-1.4077999999999997,4,0
CHEMBL269965,17.0,nM,COCc1nsc(N2CCN(C(=O)[C@@H]3CN[C@H](C(=O)N4CCCC4)C3)CC2)n1,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cb6f0>,408.19435975600004,8,1,-0.0663999999999978,5,1
CHEMBL4100667,17.0,nM,Cc1ccc(-c2c(CN)c(CC(C)C)nc(C)c2C(=O)OCc2ccc(C(=O)O)cc2)cc1.Cl.Cl,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cb760>,518.1739128639999,5,2,5.921440000000007,8,3
CHEMBL3084814,17.0,nM,C[C@]12C[C@@H]3C[C@](C)(C1)C[C@](NCC(=O)N1CCC[C@H]1C#N)(C3)C2,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cb7d0>,315.231062548,3,1,2.8395800000000007,3,0
CHEMBL1683507,17.0,nM,CCOC(=O)[C@H](Nc1ccc(CNC(=O)[C@@H]2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(C)C.Cl,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cb840>,616.209788972,7,3,4.0031000000000025,12,2
CHEMBL552068,17.0,nM,Cl.N[C@H]1Cn2c(nc3cnccc32)C[C@@H]1c1cc(F)c(F)cc1F,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cb8b0>,354.085908788,4,1,2.9376000000000015,1,3
CHEMBL2063030,17.0,nM,N[C@@H](CCC(=O)O)C(=O)N1C[C@H](O)C[C@H]1B(O)O,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cb920>,260.117966664,6,5,-2.847699999999997,5,0
CHEMBL2147085,17.0,nM,Cl.Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2Cl)c2c(CC(=O)O)cccc21,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cb990>,515.1490950839999,7,2,3.566300000000002,5,4
CHEMBL566419,17.0,nM,N[C@@H](CC(=O)N1CCC[C@H]1c1noc(C2CC2)n1)Cc1cc(F)c(F)cc1F,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cba00>,394.161660572,5,1,2.9879000000000007,6,2
CHEMBL1779711,17.0,nM,CCN(C)C[C@@H]1C(=O)NCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cba70>,386.1929607,4,2,0.6425000000000017,7,1
CHEMBL2063039,17.0,nM,N[C@@H](CCCC(=O)O)C(=O)N1C[C@H](O)C[C@H]1B(O)O,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cbae0>,274.133616728,6,5,-2.4575999999999976,6,0
CHEMBL3216942,17.0,nM,COC(=O)CNC(=O)Cc1c(C)nc(CC(C)C)c(CN)c1-c1ccc(C)cc1.Cl.Cl,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cbb50>,469.189897276,5,2,3.697940000000002,8,2
CHEMBL226771,17.0,nM,N#Cc1ccc(CN(CCO)[C@@H]2CN[C@H](C(=O)N3CCSC3)C2)cc1,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cbbc0>,360.16199700799996,6,2,0.6159799999999995,6,1
CHEMBL3093914,17.0,nM,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1cc(F)c(F)cc1F,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cbc30>,315.099474916,3,1,1.4362800000000004,3,1
CHEMBL584698,17.0,nM,N[C@@H](CC(=O)N1CCC[C@H]1c1noc(C2(O)CC2)n1)Cc1cc(F)c(F)cc1F,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cbca0>,410.156575192,6,2,2.091899999999999,6,2
CHEMBL2147194,17.0,nM,COCc1ccc2c3nc(N4CCC[C@@H](N)C4)n(Cc4ccccc4Cl)c3c(=O)n(C)c2c1.Cl,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cbd10>,501.16983052800003,7,1,4.085600000000003,5,4
CHEMBL232570,17.0,nM,Cc1cc(C)c(-c2nnc(C(=O)[C@@H]3CCCN3C(=O)CNC(C)(C)C)o2)c(C)c1,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cbd80>,398.23179081999996,6,1,3.2236600000000015,5,2
CHEMBL1650410,17.0,nM,CCc1cnc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cbdf0>,337.190260356,6,1,1.6531799999999996,4,2
CHEMBL142703,17.0,nM,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cbe60>,303.19467704,4,2,1.1742799999999989,3,0
CHEMBL216835,17.0,nM,C[C@H](c1nc(-c2ccc(S(C)(=O)=O)cc2Cl)no1)[C@H](N)C(=O)N1CCCC1,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cbed0>,412.09720383200005,7,1,1.8466999999999998,5,2
CHEMBL2159182,17.0,nM,Cn1c(=O)c2c(-c3ccccc3Br)c(CN)c(N)nc2n(C)c1=O,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cbf40>,389.04873685200005,7,2,1.1025999999999998,2,3
CHEMBL3093902,17.0,nM,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1ccccc1,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cc040>,261.127740352,3,1,1.01898,3,1
CHEMBL1951424,17.0,nM,N#Cc1c(N2CCC[C@H](N)C2)n(Cc2ccccc2)c2c(=O)n(Cc3ccnc4ccccc34)cnc12,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cc0b0>,489.22770848400006,8,1,3.641980000000002,5,5
CHEMBL3093919,17.0,nM,Cc1ccc(C[C@H](N)C(=O)N2CCC[C@H]2C#N)cc1,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cc120>,257.152812228,3,1,1.3793999999999997,3,1
CHEMBL2418638,17.61,nM,Cl.N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2cn(Cc3ccncc3)nn2)cc1,7.754240644032723,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cc190>,437.1730860680001,7,1,2.1945799999999993,6,3
CHEMBL3950517,17.65,nM,N[C@H]1Cc2c(ccc3cc(C(=O)O)ccc23)O[C@@H]1c1cc(F)c(F)cc1F,7.753255290276159,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cc200>,373.092577968,3,2,3.958800000000002,2,3
CHEMBL1684000,17.83,nM,N[C@@H](CC(=O)N1CCn2nnc(-c3cnco3)c2C1)Cc1cc(F)c(F)cc1F.O=C(O)/C=C/C(=O)O,7.748848656824645,<rdkit.Chem.rdchem.Mol object at 0x7c3d0f8cc270>,522.1474670519999,9,3,1.3644999999999998,7,3
